Identifiant,Année_naissance,Education,Situation_matrimoniale,Revenu,Enfant_charge,Ado_charge,Date_acquisition_client,Nombre_jours_depuis_dernier_achat,Montant_vin,Montant_fruits,Montant_viande,Montant_poisson,Montant_sucreries,Montant_luxe,Nb_achats_promo,Achats_en_ligne,Achats_catalogue,Achats_magasin,Nb_visites_web_mois,Accepte_Campagne_3,Accepte_Campagne_4,Accepte_Campagne_5,Accepte_Campagne_1,Accepte_Campagne_2,Reclamation_client,Z_CostContact,Z_Revenue,Response,Nb_achats_total,Depense_totale,Recence_jours,Tenure_jours,Nb_categories_achetees,R_score,F_score,M_score,RFM_score
5790,1985,Graduation,Married,31158.0,1,0,,62,25.0,6.0,16.0,20.0,0.0,5.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,5,72.0,62,,5,2,2,2,222
6892,1968,Graduation,Divorced,61671.0,0,1,2014-03-06,23,641.0,7.0,56.0,0.0,0.0,28.0,8,10,4,6,8,0,1,0,1,0,0,3.0,11.0,0,20,732.0,23,4242.0,4,4,5,4,454
1743,1974,Graduation,Single,69719.0,0,0,,99,273.0,86.0,208.0,177.0,14.0,43.0,1,2,3,5,1,0,0,0,0,0,0,3.0,11.0,0,10,801.0,99,,6,1,3,4,134
3578,1949,Graduation,Divorced,49160.0,0,1,,29,122.0,21.0,43.0,25.0,10.0,15.0,2,3,1,6,6,0,0,0,0,0,0,3.0,11.0,0,10,236.0,29,,6,4,3,3,433
8462,1978,Basic,Together,24882.0,1,0,2012-09-09,52,1.0,4.0,10.0,29.0,0.0,36.0,1,1,1,2,6,1,0,0,0,0,0,3.0,11.0,0,4,80.0,52,4785.0,5,3,1,2,312
5558,1954,PhD,Single,90933.0,0,0,,90,1020.0,31.0,430.0,62.0,63.0,79.0,1,4,6,4,1,0,0,1,0,0,0,3.0,11.0,0,14,1685.0,90,,6,1,3,5,135
4619,1945,PhD,Single,113734.0,0,0,,9,6.0,2.0,3.0,1.0,262.0,3.0,0,27,0,0,1,0,0,0,0,0,0,3.0,11.0,0,27,277.0,9,,6,5,5,3,553
8780,1950,PhD,Together,59292.0,0,1,,71,378.0,14.0,68.0,19.0,14.0,14.0,2,3,5,8,3,0,0,0,0,0,0,3.0,11.0,0,16,507.0,71,,6,2,4,3,243
10789,1964,PhD,Married,45759.0,1,1,,13,42.0,1.0,18.0,3.0,0.0,4.0,2,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,5,68.0,13,,5,5,2,2,522
10779,1983,Graduation,Single,22148.0,0,0,,16,15.0,5.0,14.0,0.0,4.0,11.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,4,49.0,16,,5,5,1,1,511
5896,1987,Master,Married,73395.0,0,0,,94,272.0,7.0,80.0,20.0,7.0,11.0,1,4,4,6,2,0,0,0,0,0,0,3.0,11.0,0,14,397.0,94,,6,1,3,3,133
2337,1971,Graduation,Divorced,29819.0,1,0,,77,9.0,1.0,24.0,2.0,1.0,2.0,3,3,0,3,6,0,0,0,0,0,0,3.0,11.0,0,6,39.0,77,,6,2,2,1,221
10951,1968,Graduation,Married,45688.0,0,1,,20,279.0,0.0,18.0,0.0,0.0,9.0,2,3,1,8,4,0,1,0,0,0,0,3.0,11.0,0,12,306.0,20,,3,4,3,3,433
544,1954,Graduation,Married,62820.0,0,0,2013-11-05,51,398.0,61.0,265.0,138.0,61.0,53.0,1,3,4,6,1,0,0,0,0,0,0,3.0,11.0,0,13,976.0,51,4363.0,6,3,3,4,334
17,1971,PhD,Married,60491.0,0,1,2013-06-09,81,637.0,47.0,237.0,12.0,19.0,76.0,4,6,11,7,5,0,0,0,0,0,0,3.0,11.0,0,24,1028.0,81,4512.0,6,1,5,4,154
10680,1986,Graduation,Together,33235.0,1,0,2014-05-02,71,45.0,0.0,16.0,2.0,1.0,6.0,1,3,0,3,7,0,0,0,0,0,0,3.0,11.0,0,6,70.0,71,4185.0,5,2,2,2,222
3265,1959,Graduation,Married,35701.0,0,0,,36,21.0,1.0,9.0,7.0,3.0,5.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,46.0,36,,6,4,1,1,411
5623,1980,Master,Married,31535.0,1,0,,95,15.0,4.0,13.0,0.0,0.0,19.0,1,1,1,2,7,1,0,0,0,0,0,3.0,11.0,0,4,51.0,95,,4,1,1,1,111
5832,1960,2n Cycle,Together,92556.0,0,0,,32,493.0,183.0,352.0,184.0,23.0,28.0,0,3,5,13,0,0,0,0,0,0,0,3.0,11.0,0,21,1263.0,32,,6,4,5,5,455
5544,1970,Graduation,Single,67384.0,0,1,2012-10-11,32,957.0,40.0,175.0,158.0,53.0,107.0,2,7,8,5,5,0,1,0,0,0,0,3.0,11.0,0,20,1490.0,32,4753.0,6,4,5,5,455
6417,1971,Master,Together,80573.0,0,0,,85,829.0,138.0,430.0,60.0,92.0,15.0,1,4,6,13,2,0,0,0,0,0,0,3.0,11.0,0,23,1564.0,85,,6,1,5,5,155
5831,1967,Graduation,Married,77870.0,0,1,,93,1017.0,50.0,500.0,65.0,50.0,133.0,3,5,5,5,8,0,1,0,1,0,0,3.0,11.0,1,15,1815.0,93,,6,1,4,5,145
7101,1963,PhD,Widow,52278.0,0,1,,24,953.0,0.0,71.0,0.0,0.0,174.0,6,10,5,10,8,0,0,0,0,0,0,3.0,11.0,0,25,1198.0,24,,3,4,5,5,455
10176,1968,Graduation,Single,57107.0,0,1,,44,159.0,0.0,120.0,0.0,0.0,137.0,7,4,4,8,8,0,1,0,0,1,0,3.0,11.0,1,16,416.0,44,,3,3,4,3,343
2326,1990,Graduation,Married,18929.0,0,0,,15,32.0,0.0,8.0,23.0,4.0,18.0,1,1,0,4,6,0,0,0,0,0,0,3.0,11.0,0,5,85.0,15,,5,5,2,2,522
4385,1981,PhD,Single,36038.0,1,0,,82,23.0,0.0,15.0,0.0,2.0,7.0,2,3,0,3,6,0,0,0,0,0,0,3.0,11.0,0,6,47.0,82,,4,1,2,1,121
2929,1976,Graduation,Single,20180.0,0,0,,27,18.0,42.0,24.0,15.0,20.0,18.0,1,2,1,4,7,0,0,0,0,0,0,3.0,11.0,0,7,137.0,27,,6,4,2,2,422
10686,1965,PhD,Together,34230.0,1,1,,72,15.0,0.0,4.0,0.0,0.0,2.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,3,21.0,72,,3,2,1,1,211
2546,1977,2n Cycle,Single,31878.0,0,1,,7,23.0,4.0,5.0,10.0,5.0,23.0,1,1,0,4,3,0,0,0,0,0,0,3.0,11.0,0,5,70.0,7,,6,5,2,2,522
3283,1972,2n Cycle,Married,70932.0,0,1,,57,200.0,193.0,100.0,46.0,185.0,185.0,2,6,2,12,3,0,0,0,0,0,0,3.0,11.0,0,20,909.0,57,,6,3,5,4,354
3138,1956,Graduation,Single,91249.0,0,0,,84,1324.0,27.0,119.0,71.0,108.0,27.0,0,7,9,6,4,0,1,1,1,1,0,3.0,11.0,1,22,1676.0,84,,6,1,5,5,155
4994,1943,Master,Single,77598.0,0,0,2013-01-10,53,1193.0,33.0,281.0,129.0,66.0,33.0,1,7,5,13,3,0,0,1,0,0,0,3.0,11.0,0,25,1735.0,53,4662.0,6,3,5,5,355
7966,1959,Graduation,Single,80982.0,1,1,2013-08-01,48,505.0,137.0,401.0,104.0,22.0,22.0,3,11,5,11,5,0,0,0,0,0,1,3.0,11.0,0,27,1191.0,48,4459.0,6,3,5,5,355
3112,1977,Master,Married,22701.0,1,0,2013-05-09,2,2.0,4.0,9.0,0.0,4.0,5.0,1,1,0,3,5,0,0,0,0,0,0,3.0,11.0,0,4,24.0,2,4543.0,5,5,1,1,511
10872,1969,PhD,Married,55212.0,0,1,,65,1103.0,0.0,45.0,0.0,0.0,34.0,3,4,2,11,8,0,1,0,0,1,0,3.0,11.0,0,17,1182.0,65,,3,2,4,5,245
2181,1970,Graduation,Married,70617.0,0,0,,45,353.0,61.0,753.0,40.0,46.0,27.0,1,3,3,7,2,0,0,0,0,0,0,3.0,11.0,0,13,1280.0,45,,6,3,3,5,335
1867,1957,Graduation,Single,64849.0,0,0,,42,652.0,48.0,350.0,94.0,84.0,108.0,1,9,3,6,5,0,0,0,0,0,0,3.0,11.0,1,18,1336.0,42,,6,3,4,5,345
1518,1965,Master,Married,62694.0,1,1,,29,379.0,6.0,157.0,25.0,91.0,91.0,5,9,3,7,7,0,0,0,0,0,0,3.0,11.0,0,19,749.0,29,,6,4,4,4,444
5734,1974,PhD,Married,61917.0,1,1,,83,46.0,4.0,36.0,2.0,2.0,1.0,1,2,0,4,5,0,0,0,0,0,0,3.0,11.0,0,6,91.0,83,,6,1,2,2,122
2878,1947,PhD,Married,67472.0,0,1,,93,162.0,31.0,127.0,8.0,17.0,69.0,2,4,2,7,3,0,0,0,0,0,0,3.0,11.0,0,13,414.0,93,,6,1,3,3,133
1458,1982,Master,Married,21059.0,1,0,2014-07-01,40,8.0,3.0,19.0,3.0,3.0,8.0,3,3,0,3,6,0,0,0,0,0,0,3.0,11.0,0,6,44.0,40,4125.0,6,3,2,1,321
7007,1968,Master,Married,29543.0,2,0,2014-01-04,47,17.0,3.0,18.0,3.0,4.0,18.0,2,3,1,2,7,0,0,0,0,0,0,3.0,11.0,0,6,63.0,47,4303.0,6,3,2,2,322
6200,1951,Graduation,Married,75903.0,0,1,2013-08-04,50,340.0,108.0,185.0,130.0,38.0,100.0,2,6,6,9,3,0,0,0,0,0,0,3.0,11.0,0,21,901.0,50,4456.0,6,3,5,4,354
1403,1975,2n Cycle,Together,34984.0,1,1,2012-06-09,40,8.0,4.0,15.0,3.0,5.0,3.0,2,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,4,38.0,40,4877.0,6,3,1,1,311
4827,1956,PhD,Single,54998.0,0,1,2013-10-03,3,154.0,22.0,202.0,39.0,30.0,8.0,5,4,2,9,4,0,0,0,0,0,0,3.0,11.0,1,15,455.0,3,4396.0,6,5,4,3,543
6250,1949,PhD,Widow,54356.0,0,1,,62,710.0,15.0,30.0,20.0,0.0,0.0,3,11,2,8,8,0,0,0,0,0,0,3.0,11.0,1,21,775.0,62,,4,2,5,4,254
9291,1959,Master,Married,34242.0,0,1,,25,8.0,2.0,4.0,0.0,0.0,1.0,1,0,0,3,5,0,0,0,0,0,0,3.0,11.0,0,3,15.0,25,,4,4,1,1,411
2478,1973,Graduation,Married,25410.0,1,0,,48,2.0,2.0,4.0,13.0,13.0,4.0,1,1,0,4,4,0,0,0,0,0,0,3.0,11.0,0,5,38.0,48,,6,3,2,1,321
1139,1984,PhD,Married,73356.0,0,0,2014-06-02,56,1050.0,14.0,322.0,0.0,14.0,112.0,1,5,11,5,2,1,0,1,1,0,0,3.0,11.0,1,21,1512.0,56,4154.0,5,3,5,5,355
5138,1950,Graduation,Together,28320.0,0,1,,68,19.0,1.0,14.0,3.0,2.0,4.0,1,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,4,43.0,68,,6,2,1,1,211
5393,1977,Graduation,Single,23763.0,1,0,2012-07-08,64,22.0,0.0,6.0,6.0,2.0,6.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,4,42.0,64,4848.0,5,2,1,1,211
10413,1984,Graduation,Married,72570.0,0,0,,67,274.0,83.0,216.0,151.0,141.0,224.0,1,4,6,12,1,0,0,0,0,0,0,3.0,11.0,0,22,1089.0,67,,6,2,5,4,254
5015,1976,Master,Married,34529.0,1,0,,94,68.0,6.0,38.0,3.0,6.0,41.0,2,2,2,3,7,0,0,0,0,0,0,3.0,11.0,0,7,162.0,94,,6,1,2,2,122
10868,1951,Graduation,Widow,70792.0,0,0,2013-06-02,82,344.0,45.0,654.0,104.0,11.0,114.0,2,3,4,10,3,0,0,0,0,0,0,3.0,11.0,0,17,1272.0,82,4519.0,6,1,4,5,145
10676,1982,Graduation,Married,63211.0,0,0,2012-02-11,3,145.0,193.0,459.0,205.0,26.0,145.0,2,3,8,7,2,0,0,0,0,0,0,3.0,11.0,1,18,1173.0,3,4996.0,6,5,4,4,544
2495,1974,Master,Married,83891.0,0,1,,24,217.0,38.0,350.0,111.0,85.0,15.0,1,4,7,10,1,0,0,0,0,0,0,3.0,11.0,0,21,816.0,24,,6,4,5,4,454
7842,1968,Graduation,Single,36065.0,1,1,,54,18.0,7.0,34.0,10.0,2.0,3.0,3,3,0,3,8,0,0,0,0,0,0,3.0,11.0,0,6,74.0,54,,6,3,2,2,322
9955,1954,Graduation,Together,39898.0,0,1,2013-12-02,20,69.0,8.0,26.0,12.0,7.0,12.0,2,3,0,4,7,0,0,0,0,0,0,3.0,11.0,0,7,134.0,20,4336.0,6,4,2,2,422
6663,1940,PhD,Single,51141.0,0,0,2013-08-07,96,144.0,0.0,7.0,0.0,0.0,6.0,1,3,1,4,5,0,0,0,0,0,0,3.0,11.0,0,8,157.0,96,4453.0,3,1,2,2,122
2162,1976,Graduation,Married,56939.0,0,1,,19,256.0,34.0,103.0,90.0,29.0,49.0,2,3,3,10,3,0,0,0,0,0,0,3.0,11.0,0,16,561.0,19,,6,4,4,3,443
3434,1951,Graduation,Single,80872.0,0,0,2014-12-05,60,483.0,72.0,567.0,94.0,12.0,108.0,1,4,4,10,1,0,0,0,0,0,0,3.0,11.0,0,18,1336.0,60,3968.0,6,2,4,5,245
7919,1976,PhD,Together,72335.0,0,0,,2,1285.0,105.0,653.0,28.0,21.0,0.0,1,10,4,8,8,0,0,0,0,0,0,3.0,11.0,1,22,2092.0,2,,5,5,5,5,555
5626,1964,PhD,Single,61798.0,0,0,,13,338.0,4.0,89.0,11.0,8.0,13.0,1,4,2,9,4,0,0,0,0,0,0,3.0,11.0,0,15,463.0,13,,6,5,4,3,543
6428,1950,PhD,Widow,76842.0,0,0,2014-03-05,37,605.0,10.0,345.0,84.0,54.0,32.0,1,1,8,7,0,0,0,0,0,0,0,3.0,11.0,0,16,1130.0,37,4243.0,6,4,4,4,444
8514,1976,Graduation,Together,29478.0,1,0,,59,8.0,0.0,7.0,3.0,1.0,1.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,20.0,59,,5,2,1,1,211
10448,1956,Graduation,Single,46998.0,0,1,,55,172.0,41.0,86.0,45.0,6.0,27.0,5,5,3,5,7,1,0,0,0,0,0,3.0,11.0,0,13,377.0,55,,6,3,3,3,333
2109,1990,Graduation,Single,96843.0,0,0,,60,448.0,71.0,951.0,40.0,17.0,17.0,1,6,11,10,2,0,0,1,0,0,0,3.0,11.0,1,27,1544.0,60,,6,2,5,5,255
7530,1950,PhD,Widow,56551.0,1,1,2014-07-05,48,67.0,4.0,32.0,17.0,2.0,16.0,3,2,1,4,4,0,0,0,0,0,0,3.0,11.0,0,7,138.0,48,4121.0,6,3,2,2,322
8925,1965,Master,Married,70053.0,0,1,2013-03-07,38,512.0,53.0,98.0,81.0,179.0,89.0,3,8,5,10,5,0,0,0,0,0,0,3.0,11.0,0,23,1012.0,38,4606.0,6,4,5,4,454
3009,1962,PhD,Widow,71670.0,0,0,2013-09-07,8,1462.0,16.0,128.0,0.0,0.0,160.0,1,5,3,6,6,0,1,1,0,1,0,3.0,11.0,1,14,1766.0,8,4422.0,4,5,3,5,535
6355,1978,Graduation,Married,44359.0,1,1,,19,20.0,0.0,14.0,7.0,3.0,1.0,3,2,0,4,3,0,0,0,0,0,0,3.0,11.0,0,6,45.0,19,,5,4,2,1,421
3517,1952,Graduation,Single,40887.0,1,1,2013-06-05,32,50.0,4.0,44.0,10.0,10.0,43.0,3,3,1,3,9,0,0,0,0,0,0,3.0,11.0,1,7,161.0,32,4516.0,6,4,2,2,422
1158,1966,Graduation,Divorced,48877.0,0,1,2014-05-01,27,102.0,1.0,15.0,2.0,0.0,24.0,1,3,0,4,7,0,0,0,0,0,0,3.0,11.0,0,7,144.0,27,4186.0,5,4,2,2,422
6203,1947,Graduation,Together,74485.0,0,0,,58,499.0,149.0,815.0,173.0,49.0,49.0,1,6,7,12,3,0,0,0,0,0,0,3.0,11.0,0,25,1734.0,58,,6,3,5,5,355
7165,1972,Graduation,Together,64474.0,0,1,,59,381.0,35.0,172.0,56.0,86.0,93.0,2,8,2,10,5,0,0,0,0,0,0,3.0,11.0,0,20,823.0,59,,6,2,5,4,254
3595,1963,Graduation,Together,77226.0,0,1,,29,631.0,43.0,239.0,128.0,76.0,21.0,2,6,8,12,3,0,0,0,0,0,0,3.0,11.0,0,26,1138.0,29,,6,4,5,4,454
8537,1949,Graduation,Widow,72643.0,0,0,,60,526.0,80.0,553.0,123.0,94.0,53.0,1,3,10,7,2,0,0,0,1,0,0,3.0,11.0,1,20,1429.0,60,,6,2,5,5,255
4331,1978,Master,Together,85738.0,0,0,,41,913.0,26.0,376.0,17.0,26.0,13.0,1,3,6,11,1,0,1,1,0,0,0,3.0,11.0,0,20,1371.0,41,,6,3,5,5,355
6281,1966,Graduation,Divorced,55686.0,0,1,,27,673.0,0.0,199.0,37.0,47.0,26.0,2,6,3,5,4,1,0,0,0,0,0,3.0,11.0,0,14,982.0,27,,5,4,3,4,434
4338,1983,Graduation,Single,39062.0,1,0,,28,23.0,0.0,9.0,0.0,0.0,12.0,1,1,0,3,4,1,0,0,0,0,0,3.0,11.0,0,4,44.0,28,,3,4,1,1,411
2452,1971,Graduation,Together,34600.0,1,1,2013-01-01,8,199.0,33.0,60.0,8.0,3.0,15.0,5,5,2,5,8,0,0,0,0,0,0,3.0,11.0,1,12,318.0,8,4671.0,6,5,3,3,533
9507,1975,Graduation,Married,40794.0,0,1,2013-07-04,18,261.0,23.0,73.0,4.0,23.0,50.0,2,6,3,5,7,0,0,0,0,0,0,3.0,11.0,0,14,434.0,18,4487.0,6,5,3,3,533
8360,1971,2n Cycle,Married,54690.0,1,1,2013-07-11,76,111.0,16.0,37.0,7.0,9.0,18.0,3,3,1,5,3,0,0,0,0,0,0,3.0,11.0,0,9,198.0,76,4480.0,6,2,3,3,233
10311,1969,Graduation,Married,4428.0,0,1,2013-05-10,0,16.0,4.0,12.0,2.0,4.0,321.0,0,25,0,0,1,0,0,0,0,0,0,3.0,11.0,0,25,359.0,0,4542.0,6,5,5,3,553
5117,1963,2n Cycle,Married,32632.0,0,0,2012-02-08,32,63.0,151.0,137.0,153.0,19.0,53.0,2,4,4,8,5,0,0,0,0,0,0,3.0,11.0,0,16,576.0,32,4999.0,6,4,4,3,443
4867,1968,PhD,Single,38236.0,1,1,,2,58.0,0.0,18.0,2.0,0.0,10.0,4,3,0,4,7,0,0,0,0,0,0,3.0,11.0,0,7,88.0,2,,4,5,2,2,522
9289,1979,Graduation,Married,36781.0,1,0,2014-10-04,16,29.0,1.0,17.0,0.0,3.0,13.0,1,2,1,2,8,0,0,0,0,0,0,3.0,11.0,1,5,63.0,16,4030.0,5,5,2,2,522
10913,1984,Master,Single,31385.0,1,0,2012-05-12,56,3.0,2.0,12.0,0.0,1.0,9.0,1,1,0,2,8,1,0,0,0,0,0,3.0,11.0,1,3,27.0,56,4905.0,5,3,1,1,311
3032,1984,Graduation,Married,24570.0,1,0,,97,28.0,34.0,62.0,11.0,14.0,44.0,3,4,0,4,9,0,0,0,0,0,0,3.0,11.0,0,8,193.0,97,,6,1,2,2,122
8524,1974,PhD,Divorced,25509.0,1,0,,15,40.0,3.0,30.0,10.0,7.0,11.0,3,3,0,3,9,0,0,0,0,0,0,3.0,11.0,1,6,101.0,15,,6,5,2,2,522
3334,1951,Graduation,Married,94642.0,0,0,2014-12-02,35,879.0,143.0,797.0,106.0,143.0,143.0,0,5,7,9,1,0,0,1,1,0,0,3.0,11.0,0,21,2211.0,35,3971.0,6,4,5,5,455
4470,1962,Master,Married,58646.0,0,1,2013-10-06,3,62.0,1.0,44.0,6.0,5.0,22.0,1,2,1,4,4,0,0,0,0,0,0,3.0,11.0,0,7,140.0,3,4393.0,6,5,2,2,522
1406,1975,Graduation,Single,53201.0,1,1,2013-12-02,49,280.0,7.0,81.0,20.0,0.0,27.0,8,6,3,5,7,0,0,0,0,0,0,3.0,11.0,0,14,415.0,49,4336.0,5,3,3,3,333
8619,1957,Graduation,Together,21994.0,0,1,,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,0,0,0,0,3.0,11.0,0,3,22.0,4,,5,5,1,1,511
10821,1978,Graduation,Married,57113.0,1,1,2013-06-02,45,182.0,4.0,33.0,0.0,2.0,42.0,6,4,1,5,7,0,0,0,0,0,0,3.0,11.0,0,10,263.0,45,4519.0,5,3,3,3,333
4552,1991,Graduation,Married,51373.0,0,0,,37,83.0,2.0,101.0,64.0,26.0,117.0,1,3,5,3,4,0,0,0,0,0,0,3.0,11.0,0,11,393.0,37,,6,4,3,3,433
898,1986,Graduation,Married,23477.0,1,0,,39,38.0,15.0,54.0,3.0,8.0,29.0,3,3,0,4,8,0,0,0,0,0,0,3.0,11.0,0,7,147.0,39,,6,3,2,2,322
9797,1956,Graduation,Married,58116.0,0,1,,38,228.0,19.0,130.0,4.0,11.0,51.0,2,3,3,8,2,0,0,0,0,0,0,3.0,11.0,0,14,443.0,38,,6,4,3,3,433
10949,1963,PhD,Divorced,72968.0,0,0,,8,1092.0,37.0,592.0,145.0,37.0,55.0,1,5,5,8,3,0,0,0,1,0,0,3.0,11.0,1,18,1958.0,8,,6,5,4,5,545
8212,1971,Master,Married,39791.0,0,1,,89,85.0,15.0,27.0,13.0,13.0,21.0,2,3,1,4,7,0,0,0,0,0,0,3.0,11.0,0,8,174.0,89,,6,1,2,2,122
6248,1947,Master,Single,91712.0,0,0,,47,1276.0,24.0,746.0,94.0,29.0,48.0,0,9,7,11,3,0,0,1,0,0,0,3.0,11.0,1,27,2217.0,47,,6,3,5,5,355
10164,1958,Graduation,Single,94472.0,0,1,2014-03-04,75,1017.0,33.0,417.0,108.0,100.0,16.0,1,5,5,5,5,0,1,1,0,0,0,3.0,11.0,0,15,1691.0,75,4244.0,6,2,4,5,245
4547,1960,Graduation,Together,13672.0,1,1,,86,6.0,2.0,9.0,2.0,1.0,5.0,2,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,4,25.0,86,,6,1,1,1,111
6815,1980,2n Cycle,Married,96547.0,0,0,,4,448.0,21.0,125.0,52.0,101.0,62.0,0,7,6,8,2,1,0,1,1,0,0,3.0,11.0,1,21,809.0,4,,6,5,5,4,554
4122,1975,Graduation,Married,79205.0,0,0,,73,504.0,23.0,117.0,179.0,28.0,44.0,1,6,5,4,4,0,0,0,1,0,0,3.0,11.0,1,15,895.0,73,,6,2,4,4,244
10841,1975,PhD,Together,56559.0,0,1,,46,226.0,22.0,133.0,41.0,31.0,31.0,3,4,3,8,4,0,0,0,0,0,0,3.0,11.0,0,15,484.0,46,,6,3,4,3,343
5370,1973,PhD,Married,32644.0,1,0,,38,239.0,3.0,141.0,0.0,7.0,23.0,4,7,1,6,8,1,0,0,0,0,0,3.0,11.0,0,14,413.0,38,,5,4,3,3,433
176,1980,2n Cycle,Single,67506.0,0,1,2014-02-01,73,90.0,38.0,67.0,33.0,36.0,67.0,1,4,1,6,3,0,0,0,0,0,0,3.0,11.0,0,11,331.0,73,4275.0,6,2,3,3,233
4860,1970,Graduation,Single,24206.0,1,0,2013-08-03,66,7.0,2.0,8.0,3.0,2.0,3.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,25.0,66,4457.0,6,2,1,1,211
10757,1967,PhD,Divorced,28420.0,1,0,,36,4.0,2.0,5.0,2.0,0.0,0.0,1,1,0,2,6,0,0,0,0,0,0,3.0,11.0,0,3,13.0,36,,4,4,1,1,411
4023,1970,Graduation,Married,22979.0,1,0,2012-06-09,29,16.0,17.0,19.0,20.0,21.0,22.0,3,3,2,2,8,0,0,0,0,0,0,3.0,11.0,1,7,115.0,29,4877.0,6,4,2,2,422
6679,1966,Graduation,Single,33279.0,0,0,2014-12-06,29,10.0,3.0,3.0,0.0,0.0,0.0,1,0,0,3,3,0,0,0,0,0,0,3.0,11.0,0,3,16.0,29,3967.0,3,4,1,1,411
9923,1972,Master,Single,46423.0,1,1,,6,68.0,0.0,16.0,0.0,0.0,8.0,3,2,0,4,7,0,0,0,0,0,0,3.0,11.0,0,6,92.0,6,,3,5,2,2,522
7181,1977,Graduation,Married,30368.0,0,1,2013-07-11,97,35.0,0.0,13.0,2.0,0.0,2.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,5,52.0,97,4480.0,4,1,2,1,121
3599,1970,Graduation,Married,63684.0,0,1,,61,575.0,80.0,428.0,208.0,93.0,80.0,3,8,4,8,5,0,0,0,0,0,0,3.0,11.0,0,20,1464.0,61,,6,2,5,5,255
405,1964,Graduation,Divorced,41638.0,0,1,,68,315.0,0.0,31.0,4.0,0.0,91.0,4,5,5,3,8,1,0,0,0,0,0,3.0,11.0,0,13,441.0,68,,4,2,3,3,233
6870,1959,PhD,Divorced,68805.0,0,1,,73,182.0,2.0,49.0,17.0,13.0,20.0,1,3,1,7,2,0,0,0,0,0,0,3.0,11.0,0,11,283.0,73,,6,2,3,3,233
832,1966,PhD,Together,65814.0,0,1,2014-02-03,90,561.0,14.0,113.0,10.0,14.0,35.0,3,8,2,10,5,0,0,0,0,0,0,3.0,11.0,0,20,747.0,90,4273.0,6,1,5,4,154
2002,1958,Graduation,Divorced,71964.0,0,0,,81,587.0,51.0,932.0,180.0,34.0,86.0,1,5,6,5,3,0,0,0,0,0,0,3.0,11.0,0,16,1870.0,81,,6,1,4,5,145
3657,1986,Graduation,Single,39146.0,1,0,,1,94.0,1.0,33.0,13.0,12.0,12.0,3,4,0,4,8,0,0,0,0,0,0,3.0,11.0,0,8,165.0,1,,6,5,2,2,522
500,1977,Graduation,Together,96876.0,0,0,2013-06-08,79,908.0,43.0,735.0,40.0,194.0,21.0,1,7,7,9,2,0,1,1,1,0,0,3.0,11.0,1,23,1941.0,79,4513.0,6,2,5,5,255
1951,1981,Basic,Married,34445.0,0,0,,92,228.0,122.0,122.0,208.0,129.0,30.0,6,11,2,8,9,0,0,0,0,0,0,3.0,11.0,0,21,839.0,92,,6,1,5,4,154
3262,1958,Graduation,Single,68281.0,0,0,2012-07-08,31,995.0,112.0,417.0,42.0,48.0,41.0,1,2,9,13,5,0,0,0,0,0,0,3.0,11.0,1,24,1655.0,31,4848.0,6,4,5,5,455
4102,1975,2n Cycle,Married,37284.0,1,1,,46,11.0,1.0,2.0,2.0,1.0,6.0,1,0,0,3,6,0,0,0,0,0,0,3.0,11.0,0,3,23.0,46,,6,3,1,1,311
7042,1983,Graduation,Married,36790.0,0,0,2013-01-03,14,3.0,3.0,14.0,15.0,21.0,10.0,1,2,1,2,9,0,0,0,0,0,0,3.0,11.0,1,5,66.0,14,4669.0,6,5,2,2,522
10598,1967,Graduation,Together,27943.0,1,1,,89,12.0,1.0,16.0,4.0,1.0,3.0,3,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,5,37.0,89,,6,1,2,1,121
255,1951,Graduation,Divorced,22263.0,1,1,,31,17.0,0.0,2.0,0.0,0.0,2.0,2,1,0,3,6,0,0,0,0,0,1,3.0,11.0,0,4,21.0,31,,3,4,1,1,411
2375,1972,Graduation,Together,30261.0,1,2,,75,8.0,0.0,5.0,0.0,3.0,6.0,1,0,0,3,8,0,0,0,0,0,0,3.0,11.0,0,3,22.0,75,,4,2,1,1,211
9829,1978,Graduation,Together,28587.0,1,0,2014-12-02,42,22.0,4.0,17.0,12.0,10.0,13.0,3,2,0,4,6,0,0,0,0,0,0,3.0,11.0,0,6,78.0,42,3971.0,6,3,2,2,322
6214,1982,Master,Married,43815.0,1,0,2013-05-04,53,14.0,10.0,29.0,4.0,7.0,15.0,1,2,0,3,6,0,0,0,0,0,0,3.0,11.0,0,5,79.0,53,4548.0,6,3,2,2,322
