Identifiant,Année_naissance,Education,Situation_matrimoniale,Revenu,Enfant_charge,Ado_charge,Date_acquisition_client,Nombre_jours_depuis_dernier_achat,Montant_vin,Montant_fruits,Montant_viande,Montant_poisson,Montant_sucreries,Montant_luxe,Nb_achats_promo,Nb_achats_en_ligne,Achats_catalogue,Achats_magasin,Nb_visites_web_mois,Accepte_Campagne_3,Accepte_Campagne_4,Accepte_Campagne_5,Accepte_Campagne_1,Accepte_Campagne_2,Reclamation_client,Z_CostContact,Z_Revenue,Response,Depense_totale,Depense_plaisir,Part_plaisir,Taux_depense_sur_revenu,Total_achats,Part_achats_en_ligne,Part_achats_catalogue,Taux_visite_achat_web,Nb_enfants_total,Age,Score_engagement_marketing,Taux_acceptation_campagne
5138,1950,Graduation,Together,28320.0,0,1,1970-01-01,68,19.0,1.0,14.0,3.0,2.0,4.0,1,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,43.0,25.0,0.5813953488372093,0.001518361581920904,4,0.25,0.0,0.125,1,64,0,0.0
5393,1977,Graduation,Single,23763.0,1,0,2012-07-08,64,22.0,0.0,6.0,6.0,2.0,6.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,42.0,30.0,0.7142857142857143,0.001767453604342886,4,0.25,0.0,0.14285714285714285,1,37,0,0.0
10413,1984,Graduation,Married,72570.0,0,0,1970-01-01,67,274.0,83.0,216.0,151.0,141.0,224.0,1,4,6,12,1,0,0,0,0,0,0,3.0,11.0,0,1089.0,639.0,0.5867768595041323,0.015006200909466721,22,0.18181818181818182,0.2727272727272727,4.0,0,30,0,0.0
5015,1976,Master,Married,34529.0,1,0,1970-01-01,94,68.0,6.0,38.0,3.0,6.0,41.0,2,2,2,3,7,0,0,0,0,0,0,3.0,11.0,0,162.0,115.0,0.7098765432098766,0.004691708419010107,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,1,38,0,0.0
10868,1951,Graduation,Widow,70792.0,0,0,2013-06-02,82,344.0,45.0,654.0,104.0,11.0,114.0,2,3,4,10,3,0,0,0,0,0,0,3.0,11.0,0,1272.0,469.0,0.3687106918238994,0.017968131992315516,17,0.17647058823529413,0.23529411764705882,1.0,0,63,0,0.0
10676,1982,Graduation,Married,63211.0,0,0,2012-02-11,3,145.0,193.0,459.0,205.0,26.0,145.0,2,3,8,7,2,0,0,0,0,0,0,3.0,11.0,1,1173.0,316.0,0.2693947144075021,0.01855689674265555,18,0.16666666666666666,0.4444444444444444,1.5,0,32,0,0.0
2495,1974,Master,Married,83891.0,0,1,1970-01-01,24,217.0,38.0,350.0,111.0,85.0,15.0,1,4,7,10,1,0,0,0,0,0,0,3.0,11.0,0,816.0,317.0,0.38848039215686275,0.009726907534777271,21,0.19047619047619047,0.3333333333333333,4.0,1,40,0,0.0
7842,1968,Graduation,Single,36065.0,1,1,1970-01-01,54,18.0,7.0,34.0,10.0,2.0,3.0,3,3,0,3,8,0,0,0,0,0,0,3.0,11.0,0,74.0,23.0,0.3108108108108108,0.002051850824899487,6,0.5,0.0,0.375,2,46,0,0.0
9955,1954,Graduation,Together,39898.0,0,1,2013-12-02,20,69.0,8.0,26.0,12.0,7.0,12.0,2,3,0,4,7,0,0,0,0,0,0,3.0,11.0,0,134.0,88.0,0.6567164179104478,0.0033585643390646146,7,0.42857142857142855,0.0,0.42857142857142855,1,60,0,0.0
6663,1940,PhD,Single,51141.0,0,0,2013-08-07,96,144.0,0.0,7.0,0.0,0.0,6.0,1,3,1,4,5,0,0,0,0,0,0,3.0,11.0,0,157.0,150.0,0.9554140127388535,0.0030699438806437106,8,0.375,0.125,0.6,0,74,0,0.0
2162,1976,Graduation,Married,56939.0,0,1,1970-01-01,19,256.0,34.0,103.0,90.0,29.0,49.0,2,3,3,10,3,0,0,0,0,0,0,3.0,11.0,0,561.0,334.0,0.5953654188948306,0.00985264932647219,16,0.1875,0.1875,1.0,1,38,0,0.0
3434,1951,Graduation,Single,80872.0,0,0,2014-12-05,60,483.0,72.0,567.0,94.0,12.0,108.0,1,4,4,10,1,0,0,0,0,0,0,3.0,11.0,0,1336.0,603.0,0.4513473053892216,0.016519932733208034,18,0.2222222222222222,0.2222222222222222,4.0,0,63,0,0.0
7919,1976,PhD,Together,72335.0,0,0,1970-01-01,2,1285.0,105.0,653.0,28.0,21.0,0.0,1,10,4,8,8,0,0,0,0,0,0,3.0,11.0,1,2092.0,1306.0,0.624282982791587,0.028920992603857054,22,0.45454545454545453,0.18181818181818182,1.25,0,38,0,0.0
5626,1964,PhD,Single,61798.0,0,0,1970-01-01,13,338.0,4.0,89.0,11.0,8.0,13.0,1,4,2,9,4,0,0,0,0,0,0,3.0,11.0,0,463.0,359.0,0.775377969762419,0.00749215184957442,15,0.26666666666666666,0.13333333333333333,1.0,0,50,0,0.0
6428,1950,PhD,Widow,76842.0,0,0,2014-03-05,37,605.0,10.0,345.0,84.0,54.0,32.0,1,1,8,7,0,0,0,0,0,0,0,3.0,11.0,0,1130.0,691.0,0.6115044247787611,0.01470549959657479,16,0.0625,0.5,,0,64,0,0.0
8514,1976,Graduation,Together,29478.0,1,0,1970-01-01,59,8.0,0.0,7.0,3.0,1.0,1.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,20.0,10.0,0.5,0.000678472080873872,4,0.25,0.0,0.16666666666666666,1,38,0,0.0
10448,1956,Graduation,Single,46998.0,0,1,1970-01-01,55,172.0,41.0,86.0,45.0,6.0,27.0,5,5,3,5,7,1,0,0,0,0,0,3.0,11.0,0,377.0,205.0,0.5437665782493368,0.008021617941188986,13,0.38461538461538464,0.23076923076923078,0.7142857142857143,1,58,1,0.2
2109,1990,Graduation,Single,96843.0,0,0,1970-01-01,60,448.0,71.0,951.0,40.0,17.0,17.0,1,6,11,10,2,0,0,1,0,0,0,3.0,11.0,1,1544.0,482.0,0.3121761658031088,0.015943330958355276,27,0.2222222222222222,0.4074074074074074,3.0,0,24,1,0.2
7530,1950,PhD,Widow,56551.0,1,1,2014-07-05,48,67.0,4.0,32.0,17.0,2.0,16.0,3,2,1,4,4,0,0,0,0,0,0,3.0,11.0,0,138.0,85.0,0.6159420289855072,0.002440275149864724,7,0.2857142857142857,0.14285714285714285,0.5,2,64,0,0.0
8925,1965,Master,Married,70053.0,0,1,2013-03-07,38,512.0,53.0,98.0,81.0,179.0,89.0,3,8,5,10,5,0,0,0,0,0,0,3.0,11.0,0,1012.0,780.0,0.7707509881422925,0.014446205016202019,23,0.34782608695652173,0.21739130434782608,1.6,1,49,0,0.0
3009,1962,PhD,Widow,71670.0,0,0,2013-09-07,8,1462.0,16.0,128.0,0.0,0.0,160.0,1,5,3,6,6,0,1,1,0,1,0,3.0,11.0,1,1766.0,1622.0,0.9184597961494904,0.024640714385377425,14,0.35714285714285715,0.21428571428571427,0.8333333333333334,0,52,3,0.6
6355,1978,Graduation,Married,44359.0,1,1,1970-01-01,19,20.0,0.0,14.0,7.0,3.0,1.0,3,2,0,4,3,0,0,0,0,0,0,3.0,11.0,0,45.0,24.0,0.5333333333333333,0.0010144502806645776,6,0.3333333333333333,0.0,0.6666666666666666,2,36,0,0.0
3517,1952,Graduation,Single,40887.0,1,1,2013-06-05,32,50.0,4.0,44.0,10.0,10.0,43.0,3,3,1,3,9,0,0,0,0,0,0,3.0,11.0,1,161.0,103.0,0.639751552795031,0.0039376819037835985,7,0.42857142857142855,0.14285714285714285,0.3333333333333333,2,62,0,0.0
1158,1966,Graduation,Divorced,48877.0,0,1,2014-05-01,27,102.0,1.0,15.0,2.0,0.0,24.0,1,3,0,4,7,0,0,0,0,0,0,3.0,11.0,0,144.0,126.0,0.875,0.0029461710006751644,7,0.42857142857142855,0.0,0.42857142857142855,1,48,0,0.0
6203,1947,Graduation,Together,74485.0,0,0,1970-01-01,58,499.0,149.0,815.0,173.0,49.0,49.0,1,6,7,12,3,0,0,0,0,0,0,3.0,11.0,0,1734.0,597.0,0.34429065743944637,0.023279855004363293,25,0.24,0.28,2.0,0,67,0,0.0
7165,1972,Graduation,Together,64474.0,0,1,1970-01-01,59,381.0,35.0,172.0,56.0,86.0,93.0,2,8,2,10,5,0,0,0,0,0,0,3.0,11.0,0,823.0,560.0,0.6804374240583232,0.012764835437540714,20,0.4,0.1,1.6,1,42,0,0.0
3595,1963,Graduation,Together,77226.0,0,1,1970-01-01,29,631.0,43.0,239.0,128.0,76.0,21.0,2,6,8,12,3,0,0,0,0,0,0,3.0,11.0,0,1138.0,728.0,0.6397188049209139,0.01473596975112009,26,0.23076923076923078,0.3076923076923077,2.0,1,51,0,0.0
8537,1949,Graduation,Widow,72643.0,0,0,1970-01-01,60,526.0,80.0,553.0,123.0,94.0,53.0,1,3,10,7,2,0,0,0,1,0,0,3.0,11.0,1,1429.0,673.0,0.4709587123862841,0.019671544402075906,20,0.15,0.5,1.5,0,65,1,0.2
4331,1978,Master,Together,85738.0,0,0,1970-01-01,41,913.0,26.0,376.0,17.0,26.0,13.0,1,3,6,11,1,0,1,1,0,0,0,3.0,11.0,0,1371.0,952.0,0.6943836615609045,0.015990575940656417,20,0.15,0.3,3.0,0,36,2,0.4
6281,1966,Graduation,Divorced,55686.0,0,1,1970-01-01,27,673.0,0.0,199.0,37.0,47.0,26.0,2,6,3,5,4,1,0,0,0,0,0,3.0,11.0,0,982.0,746.0,0.7596741344195519,0.017634593973350574,14,0.42857142857142855,0.21428571428571427,1.5,1,48,1,0.2
4338,1983,Graduation,Single,39062.0,1,0,1970-01-01,28,23.0,0.0,9.0,0.0,0.0,12.0,1,1,0,3,4,1,0,0,0,0,0,3.0,11.0,0,44.0,35.0,0.7954545454545454,0.0011264144181045517,4,0.25,0.0,0.25,1,31,1,0.2
2452,1971,Graduation,Together,34600.0,1,1,2013-01-01,8,199.0,33.0,60.0,8.0,3.0,15.0,5,5,2,5,8,0,0,0,0,0,0,3.0,11.0,1,318.0,217.0,0.6823899371069182,0.009190751445086706,12,0.4166666666666667,0.16666666666666666,0.625,2,43,0,0.0
9507,1975,Graduation,Married,40794.0,0,1,2013-07-04,18,261.0,23.0,73.0,4.0,23.0,50.0,2,6,3,5,7,0,0,0,0,0,0,3.0,11.0,0,434.0,334.0,0.7695852534562212,0.010638819434230524,14,0.42857142857142855,0.21428571428571427,0.8571428571428571,1,39,0,0.0
8360,1971,2n Cycle,Married,54690.0,1,1,2013-07-11,76,111.0,16.0,37.0,7.0,9.0,18.0,3,3,1,5,3,0,0,0,0,0,0,3.0,11.0,0,198.0,138.0,0.696969696969697,0.0036204059243006032,9,0.3333333333333333,0.1111111111111111,1.0,2,43,0,0.0
10311,1969,Graduation,Married,4428.0,0,1,2013-05-10,0,16.0,4.0,12.0,2.0,4.0,321.0,0,25,0,0,1,0,0,0,0,0,0,3.0,11.0,0,359.0,341.0,0.9498607242339833,0.08107497741644083,25,1.0,0.0,25.0,1,45,0,0.0
5117,1963,2n Cycle,Married,32632.0,0,0,2012-02-08,32,63.0,151.0,137.0,153.0,19.0,53.0,2,4,4,8,5,0,0,0,0,0,0,3.0,11.0,0,576.0,135.0,0.234375,0.017651385143417506,16,0.25,0.25,0.8,0,51,0,0.0
4867,1968,PhD,Single,38236.0,1,1,1970-01-01,2,58.0,0.0,18.0,2.0,0.0,10.0,4,3,0,4,7,0,0,0,0,0,0,3.0,11.0,0,88.0,68.0,0.7727272727272727,0.0023014959723820483,7,0.42857142857142855,0.0,0.42857142857142855,2,46,0,0.0
9289,1979,Graduation,Married,36781.0,1,0,2014-10-04,16,29.0,1.0,17.0,0.0,3.0,13.0,1,2,1,2,8,0,0,0,0,0,0,3.0,11.0,1,63.0,45.0,0.7142857142857143,0.0017128408689268916,5,0.4,0.2,0.25,1,35,0,0.0
10913,1984,Master,Single,31385.0,1,0,2012-05-12,56,3.0,2.0,12.0,0.0,1.0,9.0,1,1,0,2,8,1,0,0,0,0,0,3.0,11.0,1,27.0,13.0,0.48148148148148145,0.0008602835749561893,3,0.3333333333333333,0.0,0.125,1,30,1,0.2
3032,1984,Graduation,Married,24570.0,1,0,1970-01-01,97,28.0,34.0,62.0,11.0,14.0,44.0,3,4,0,4,9,0,0,0,0,0,0,3.0,11.0,0,193.0,86.0,0.44559585492227977,0.007855107855107854,8,0.5,0.0,0.4444444444444444,1,30,0,0.0
8524,1974,PhD,Divorced,25509.0,1,0,1970-01-01,15,40.0,3.0,30.0,10.0,7.0,11.0,3,3,0,3,9,0,0,0,0,0,0,3.0,11.0,1,101.0,58.0,0.5742574257425742,0.00395938688306088,6,0.5,0.0,0.3333333333333333,1,40,0,0.0
3334,1951,Graduation,Married,94642.0,0,0,2014-12-02,35,879.0,143.0,797.0,106.0,143.0,143.0,0,5,7,9,1,0,0,1,1,0,0,3.0,11.0,0,2211.0,1165.0,0.5269109000452284,0.023361721011812938,21,0.23809523809523808,0.3333333333333333,5.0,0,63,2,0.4
4470,1962,Master,Married,58646.0,0,1,2013-10-06,3,62.0,1.0,44.0,6.0,5.0,22.0,1,2,1,4,4,0,0,0,0,0,0,3.0,11.0,0,140.0,89.0,0.6357142857142857,0.0023872045834328003,7,0.2857142857142857,0.14285714285714285,0.5,1,52,0,0.0
1406,1975,Graduation,Single,53201.0,1,1,2013-12-02,49,280.0,7.0,81.0,20.0,0.0,27.0,8,6,3,5,7,0,0,0,0,0,0,3.0,11.0,0,415.0,307.0,0.7397590361445783,0.007800605251780982,14,0.42857142857142855,0.21428571428571427,0.8571428571428571,2,39,0,0.0
8619,1957,Graduation,Together,21994.0,0,1,1970-01-01,4,9.0,0.0,6.0,3.0,1.0,3.0,1,0,0,3,5,0,0,0,0,0,0,3.0,11.0,0,22.0,13.0,0.5909090909090909,0.0010002728016731835,3,0.0,0.0,0.0,1,57,0,0.0
10821,1978,Graduation,Married,57113.0,1,1,2013-06-02,45,182.0,4.0,33.0,0.0,2.0,42.0,6,4,1,5,7,0,0,0,0,0,0,3.0,11.0,0,263.0,226.0,0.8593155893536122,0.004604906063418136,10,0.4,0.1,0.5714285714285714,2,36,0,0.0
4552,1991,Graduation,Married,51373.0,0,0,1970-01-01,37,83.0,2.0,101.0,64.0,26.0,117.0,1,3,5,3,4,0,0,0,0,0,0,3.0,11.0,0,393.0,226.0,0.5750636132315522,0.007649932844100987,11,0.2727272727272727,0.45454545454545453,0.75,0,23,0,0.0
898,1986,Graduation,Married,23477.0,1,0,1970-01-01,39,38.0,15.0,54.0,3.0,8.0,29.0,3,3,0,4,8,0,0,0,0,0,0,3.0,11.0,0,147.0,75.0,0.5102040816326531,0.006261447374025642,7,0.42857142857142855,0.0,0.375,1,28,0,0.0
9797,1956,Graduation,Married,58116.0,0,1,1970-01-01,38,228.0,19.0,130.0,4.0,11.0,51.0,2,3,3,8,2,0,0,0,0,0,0,3.0,11.0,0,443.0,290.0,0.654627539503386,0.007622685663156446,14,0.21428571428571427,0.21428571428571427,1.5,1,58,0,0.0
10949,1963,PhD,Divorced,72968.0,0,0,1970-01-01,8,1092.0,37.0,592.0,145.0,37.0,55.0,1,5,5,8,3,0,0,0,1,0,0,3.0,11.0,1,1958.0,1184.0,0.6046986721144024,0.026833680517487118,18,0.2777777777777778,0.2777777777777778,1.6666666666666667,0,51,1,0.2
8212,1971,Master,Married,39791.0,0,1,1970-01-01,89,85.0,15.0,27.0,13.0,13.0,21.0,2,3,1,4,7,0,0,0,0,0,0,3.0,11.0,0,174.0,119.0,0.6839080459770115,0.0043728481314870195,8,0.375,0.125,0.42857142857142855,1,43,0,0.0
6248,1947,Master,Single,91712.0,0,0,1970-01-01,47,1276.0,24.0,746.0,94.0,29.0,48.0,0,9,7,11,3,0,0,1,0,0,0,3.0,11.0,1,2217.0,1353.0,0.6102841677943166,0.024173499651081648,27,0.3333333333333333,0.25925925925925924,3.0,0,67,1,0.2
10164,1958,Graduation,Single,94472.0,0,1,2014-03-04,75,1017.0,33.0,417.0,108.0,100.0,16.0,1,5,5,5,5,0,1,1,0,0,0,3.0,11.0,0,1691.0,1133.0,0.6700177409816677,0.017899483444830215,15,0.3333333333333333,0.3333333333333333,1.0,1,56,2,0.4
4547,1960,Graduation,Together,13672.0,1,1,1970-01-01,86,6.0,2.0,9.0,2.0,1.0,5.0,2,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,25.0,12.0,0.48,0.001828554710356934,4,0.25,0.0,0.125,2,54,0,0.0
6815,1980,2n Cycle,Married,96547.0,0,0,1970-01-01,4,448.0,21.0,125.0,52.0,101.0,62.0,0,7,6,8,2,1,0,1,1,0,0,3.0,11.0,1,809.0,611.0,0.7552533992583437,0.008379338560493853,21,0.3333333333333333,0.2857142857142857,3.5,0,34,3,0.6
4122,1975,Graduation,Married,79205.0,0,0,1970-01-01,73,504.0,23.0,117.0,179.0,28.0,44.0,1,6,5,4,4,0,0,0,1,0,0,3.0,11.0,1,895.0,576.0,0.6435754189944134,0.011299791679818193,15,0.4,0.3333333333333333,1.5,0,39,1,0.2
10841,1975,PhD,Together,56559.0,0,1,1970-01-01,46,226.0,22.0,133.0,41.0,31.0,31.0,3,4,3,8,4,0,0,0,0,0,0,3.0,11.0,0,484.0,288.0,0.5950413223140496,0.008557435598224862,15,0.26666666666666666,0.2,1.0,1,39,0,0.0
5370,1973,PhD,Married,32644.0,1,0,1970-01-01,38,239.0,3.0,141.0,0.0,7.0,23.0,4,7,1,6,8,1,0,0,0,0,0,3.0,11.0,0,413.0,269.0,0.6513317191283293,0.012651635828942532,14,0.5,0.07142857142857142,0.875,1,41,1,0.2
176,1980,2n Cycle,Single,67506.0,0,1,2014-02-01,73,90.0,38.0,67.0,33.0,36.0,67.0,1,4,1,6,3,0,0,0,0,0,0,3.0,11.0,0,331.0,193.0,0.5830815709969789,0.00490326785767191,11,0.36363636363636365,0.09090909090909091,1.3333333333333333,1,34,0,0.0
4860,1970,Graduation,Single,24206.0,1,0,2013-08-03,66,7.0,2.0,8.0,3.0,2.0,3.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,25.0,12.0,0.48,0.001032801784681484,4,0.25,0.0,0.16666666666666666,1,44,0,0.0
10757,1967,PhD,Divorced,28420.0,1,0,1970-01-01,36,4.0,2.0,5.0,2.0,0.0,0.0,1,1,0,2,6,0,0,0,0,0,0,3.0,11.0,0,13.0,4.0,0.3076923076923077,0.0004574243490499648,3,0.3333333333333333,0.0,0.16666666666666666,1,47,0,0.0
4023,1970,Graduation,Married,22979.0,1,0,2012-06-09,29,16.0,17.0,19.0,20.0,21.0,22.0,3,3,2,2,8,0,0,0,0,0,0,3.0,11.0,1,115.0,59.0,0.5130434782608696,0.005004569389442534,7,0.42857142857142855,0.2857142857142857,0.375,1,44,0,0.0
6679,1966,Graduation,Single,33279.0,0,0,2014-12-06,29,10.0,3.0,3.0,0.0,0.0,0.0,1,0,0,3,3,0,0,0,0,0,0,3.0,11.0,0,16.0,10.0,0.625,0.00048078367739415247,3,0.0,0.0,0.0,0,48,0,0.0
9923,1972,Master,Single,46423.0,1,1,1970-01-01,6,68.0,0.0,16.0,0.0,0.0,8.0,3,2,0,4,7,0,0,0,0,0,0,3.0,11.0,0,92.0,76.0,0.8260869565217391,0.0019817762746914243,6,0.3333333333333333,0.0,0.2857142857142857,2,42,0,0.0
7181,1977,Graduation,Married,30368.0,0,1,2013-07-11,97,35.0,0.0,13.0,2.0,0.0,2.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,52.0,37.0,0.7115384615384616,0.0017123287671232876,5,0.4,0.0,0.25,1,37,0,0.0
3599,1970,Graduation,Married,63684.0,0,1,1970-01-01,61,575.0,80.0,428.0,208.0,93.0,80.0,3,8,4,8,5,0,0,0,0,0,0,3.0,11.0,0,1464.0,748.0,0.5109289617486339,0.022988505747126436,20,0.4,0.2,1.6,1,44,0,0.0
405,1964,Graduation,Divorced,41638.0,0,1,1970-01-01,68,315.0,0.0,31.0,4.0,0.0,91.0,4,5,5,3,8,1,0,0,0,0,0,3.0,11.0,0,441.0,406.0,0.9206349206349206,0.010591286805322061,13,0.38461538461538464,0.38461538461538464,0.625,1,50,1,0.2
6870,1959,PhD,Divorced,68805.0,0,1,1970-01-01,73,182.0,2.0,49.0,17.0,13.0,20.0,1,3,1,7,2,0,0,0,0,0,0,3.0,11.0,0,283.0,215.0,0.7597173144876325,0.004113073177821379,11,0.2727272727272727,0.09090909090909091,1.5,1,55,0,0.0
832,1966,PhD,Together,65814.0,0,1,2014-02-03,90,561.0,14.0,113.0,10.0,14.0,35.0,3,8,2,10,5,0,0,0,0,0,0,3.0,11.0,0,747.0,610.0,0.8165997322623829,0.011350168657124625,20,0.4,0.1,1.6,1,48,0,0.0
2002,1958,Graduation,Divorced,71964.0,0,0,1970-01-01,81,587.0,51.0,932.0,180.0,34.0,86.0,1,5,6,5,3,0,0,0,0,0,0,3.0,11.0,0,1870.0,707.0,0.3780748663101604,0.02598521482963704,16,0.3125,0.375,1.6666666666666667,0,56,0,0.0
3657,1986,Graduation,Single,39146.0,1,0,1970-01-01,1,94.0,1.0,33.0,13.0,12.0,12.0,3,4,0,4,8,0,0,0,0,0,0,3.0,11.0,0,165.0,118.0,0.7151515151515152,0.0042149900372962755,8,0.5,0.0,0.5,1,28,0,0.0
500,1977,Graduation,Together,96876.0,0,0,2013-06-08,79,908.0,43.0,735.0,40.0,194.0,21.0,1,7,7,9,2,0,1,1,1,0,0,3.0,11.0,1,1941.0,1123.0,0.5785677485832046,0.020035922209835254,23,0.30434782608695654,0.30434782608695654,3.5,0,37,3,0.6
1951,1981,Basic,Married,34445.0,0,0,1970-01-01,92,228.0,122.0,122.0,208.0,129.0,30.0,6,11,2,8,9,0,0,0,0,0,0,3.0,11.0,0,839.0,387.0,0.4612634088200238,0.02435767165045725,21,0.5238095238095238,0.09523809523809523,1.2222222222222223,0,33,0,0.0
3262,1958,Graduation,Single,68281.0,0,0,2012-07-08,31,995.0,112.0,417.0,42.0,48.0,41.0,1,2,9,13,5,0,0,0,0,0,0,3.0,11.0,1,1655.0,1084.0,0.6549848942598188,0.02423807501354696,24,0.08333333333333333,0.375,0.4,0,56,0,0.0
4102,1975,2n Cycle,Married,37284.0,1,1,1970-01-01,46,11.0,1.0,2.0,2.0,1.0,6.0,1,0,0,3,6,0,0,0,0,0,0,3.0,11.0,0,23.0,18.0,0.782608695652174,0.0006168866001501985,3,0.0,0.0,0.0,2,39,0,0.0
7042,1983,Graduation,Married,36790.0,0,0,2013-01-03,14,3.0,3.0,14.0,15.0,21.0,10.0,1,2,1,2,9,0,0,0,0,0,0,3.0,11.0,1,66.0,34.0,0.5151515151515151,0.0017939657515629248,5,0.4,0.2,0.2222222222222222,0,31,0,0.0
10598,1967,Graduation,Together,27943.0,1,1,1970-01-01,89,12.0,1.0,16.0,4.0,1.0,3.0,3,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,37.0,16.0,0.43243243243243246,0.0013241241097949397,5,0.4,0.0,0.25,2,47,0,0.0
255,1951,Graduation,Divorced,22263.0,1,1,1970-01-01,31,17.0,0.0,2.0,0.0,0.0,2.0,2,1,0,3,6,0,0,0,0,0,1,3.0,11.0,0,21.0,19.0,0.9047619047619048,0.0009432691011992993,4,0.25,0.0,0.16666666666666666,2,63,0,0.0
2375,1972,Graduation,Together,30261.0,1,2,1970-01-01,75,8.0,0.0,5.0,0.0,3.0,6.0,1,0,0,3,8,0,0,0,0,0,0,3.0,11.0,0,22.0,17.0,0.7727272727272727,0.0007270083605961468,3,0.0,0.0,0.0,3,42,0,0.0
9829,1978,Graduation,Together,28587.0,1,0,2014-12-02,42,22.0,4.0,17.0,12.0,10.0,13.0,3,2,0,4,6,0,0,0,0,0,0,3.0,11.0,0,78.0,45.0,0.5769230769230769,0.002728512960436562,6,0.3333333333333333,0.0,0.3333333333333333,1,36,0,0.0
6214,1982,Master,Married,43815.0,1,0,2013-05-04,53,14.0,10.0,29.0,4.0,7.0,15.0,1,2,0,3,6,0,0,0,0,0,0,3.0,11.0,0,79.0,36.0,0.45569620253164556,0.0018030354901289512,5,0.4,0.0,0.3333333333333333,1,32,0,0.0
4954,1956,Graduation,Married,48195.0,1,1,1970-01-01,53,106.0,27.0,68.0,52.0,7.0,5.0,6,4,2,5,6,0,0,0,0,0,0,3.0,11.0,0,265.0,118.0,0.44528301886792454,0.005498495694574126,11,0.36363636363636365,0.18181818181818182,0.6666666666666666,2,58,0,0.0
7861,1952,Master,Married,77027.0,0,1,2014-05-02,23,820.0,57.0,242.0,45.0,0.0,11.0,2,8,3,6,4,0,0,0,0,0,0,3.0,11.0,0,1175.0,831.0,0.7072340425531914,0.015254391317330286,17,0.47058823529411764,0.17647058823529413,2.0,1,62,0,0.0
4837,1965,PhD,Married,71322.0,0,1,1970-01-01,57,753.0,43.0,226.0,69.0,10.0,204.0,2,8,5,13,4,0,0,0,0,0,0,3.0,11.0,0,1305.0,967.0,0.7409961685823755,0.018297299570959873,26,0.3076923076923077,0.19230769230769232,2.0,1,49,0,0.0
9423,1979,Master,Married,32765.0,1,0,1970-01-01,49,13.0,3.0,17.0,7.0,3.0,3.0,2,2,0,4,5,0,0,0,0,0,0,3.0,11.0,0,46.0,19.0,0.41304347826086957,0.001403937128032962,6,0.3333333333333333,0.0,0.4,1,35,0,0.0
4198,1965,Graduation,Together,29672.0,1,1,2013-12-03,6,9.0,1.0,3.0,0.0,4.0,8.0,1,0,0,3,6,0,0,0,0,0,0,3.0,11.0,0,25.0,21.0,0.84,0.0008425451604205986,3,0.0,0.0,0.0,2,49,0,0.0
153,1953,Graduation,Divorced,23272.0,0,0,1970-01-01,29,19.0,3.0,6.0,4.0,2.0,12.0,1,1,0,3,4,0,0,0,0,0,0,3.0,11.0,0,46.0,33.0,0.717391304347826,0.0019766242695084223,4,0.25,0.0,0.25,0,61,0,0.0
9323,1949,Master,Together,49912.0,0,1,2012-07-09,5,520.0,8.0,223.0,32.0,49.0,42.0,4,10,5,7,8,1,0,0,0,0,0,3.0,11.0,1,874.0,611.0,0.6990846681922197,0.017510819041513064,22,0.45454545454545453,0.22727272727272727,1.25,1,65,1,0.2
10001,1985,2n Cycle,Together,7500.0,1,0,2012-01-08,98,5.0,17.0,17.0,13.0,14.0,34.0,4,2,1,3,9,0,0,0,0,0,0,3.0,11.0,0,100.0,53.0,0.53,0.013333333333333334,6,0.3333333333333333,0.16666666666666666,0.2222222222222222,1,29,0,0.0
3945,1947,PhD,Widow,68117.0,0,1,2013-10-03,80,618.0,44.0,215.0,0.0,17.0,36.0,2,11,8,4,6,1,0,0,0,0,0,3.0,11.0,1,930.0,671.0,0.7215053763440861,0.013652979432447114,23,0.4782608695652174,0.34782608695652173,1.8333333333333333,1,67,1,0.2
3799,1955,Graduation,Married,67225.0,0,1,1970-01-01,4,315.0,35.0,322.0,46.0,7.0,143.0,3,7,2,11,5,0,0,0,0,0,0,3.0,11.0,0,868.0,465.0,0.5357142857142857,0.012911863146150986,20,0.35,0.1,1.4,1,59,0,0.0
8625,1976,Graduation,Married,17649.0,1,0,2013-12-11,70,15.0,1.0,23.0,0.0,5.0,1.0,3,3,0,3,8,0,0,0,0,0,0,3.0,11.0,0,45.0,21.0,0.4666666666666667,0.0025497195308516064,6,0.5,0.0,0.375,1,38,0,0.0
3491,1975,Graduation,Together,55914.0,0,1,1970-01-01,32,384.0,60.0,364.0,119.0,101.0,232.0,4,11,6,8,7,0,0,0,0,0,0,3.0,11.0,0,1260.0,717.0,0.569047619047619,0.022534606717458956,25,0.44,0.24,1.5714285714285714,1,39,0,0.0
983,1984,Graduation,Married,40059.0,1,0,1970-01-01,82,110.0,29.0,92.0,28.0,10.0,145.0,1,6,2,3,8,1,0,0,0,0,0,3.0,11.0,0,414.0,265.0,0.6400966183574879,0.010334756234554033,11,0.5454545454545454,0.18181818181818182,0.75,1,30,1,0.2
